state_code,county_name,zipcode
MS,monroe,38848
MS,monroe,39756
MS,monroe,39730
MS,montgomery,38901
MS,montgomery,39747
MS,montgomery,39745
MS,montgomery,39176
MS,montgomery,38967
MS,montgomery,38925
MS,montgomery,39767
MS,panola,38965
MS,panola,38666
MS,panola,38620
MS,panola,38665
MS,panola,38619
MS,panola,38668
MS,panola,38655
MS,panola,38948
MS,panola,38670
MS,panola,38658
MS,panola,38606
MS,panola,38646
MS,panola,38927
MS,panola,38621
MS,panola,38643
MS,sharkey,38721
MS,sharkey,39054
MS,sharkey,38748
MS,sharkey,38765
MS,sharkey,39159
MS,sharkey,39061
MS,washington,38721
MS,washington,38751
MS,washington,38703
MS,washington,38756
MS,washington,38744
MS,washington,38748
MS,washington,38760
MS,washington,38731
MS,washington,38723
MS,washington,38773
MS,washington,38776
MS,washington,38780
MS,washington,38782
MS,washington,38701
MS,washington,38722
MS,washington,38754
